class,comments
0,	if criuticism is based on the factsthen lets call it what it islets take stevenglens bile for instancenncopy post xcxa0obama has spent that in only years and gotten nothing for it except 00 dead mexican citizens and several failed green energy plants ok first off thats a boldfaced liesecondly show non partisan facts that verify that verbal vomit you just posted and i will start here on obamas achievementsbut ask bin laden somali pirates al queda and quddafi if they think obama is all talk and no actio over these last few yearsbut for obamas domestic accomplishments i willrefer you herer to politifactorgobamas promisesread that and keep it movingturn off fix news and el rushbo for an hour a daynnnnhe has also created the most vitriolic and partisan atmosphere ive ever seen with his divisive class warfare and demonization of several groups of americansno actually bush did that with the youre either with us or against us cowboy bravadovoters rejected that in 00 and by partisan you mean racist or do you mean the republicans that would rather see america fall into the sea that see obama fix this countrymr mitch we wont work with obama turkey neck mcconnellso stop bsn here who is the real partisans here yea obama tries to work with redumblicans and hes the one whos partisandont make me laughnhe mocks our process of democracy praises and supports our enemies and alienates our friendshe claims to want to create jobs then has his socialist minions squash any efforts at expansion or business starts with excessive regulations fines fees and lawsuitsnsupports our enemies like he did bin laden who bush gave a pass too for what yrsthis whole post here is laughable on its idiotic faceagainim not gonna entertain this notion of bile you just posted cause its too comical to addressstop watching fix newsin case you didnt know they dont tell the truththey just propagnadizebtwwho are obamas socialist minionsyou mean saul alinsky or bill ayerswhat about josef stalinwhile youre at it a truth socialist would laugh in your face listening to you squawkni could write pages but the effort would be wasteddont waste the informed voters time and effortni see from your profile youre something of an amateur at this it would be helpful to your case if you could post some links verifying your claimsis that the best you can do is insult people based on their avi you sound like a child thrashing around in the sandbox at schoolhave you considered a career selling fertilizer maybe you should try it first and show us hows its donennand honestly anyone that cosigns on that partisan parrot bile is just as big an idioti didnt see one fact in that while diabtribe
0,who are any of us to say who is or is not trustworthy to hold nuclear weapons especially israel or more precisely apologists for it like yourself
1,god you really are stupid
0,you talk crapxa0 nothing shooting does endangers many species of birds and animals but you are welcome to now give us examples of thisnnso go on name some animals and birds endangered by shooting
1,youre so fucking dumb 
0,man youve got your music knickers in a twistxa0 i play two three chord riffs in e flatxa0 i dont know where parity comes into itxa0 strum on guy
1,manyxa0sri lankansxa0talking shitxa0as usualxa0wexa0must buildxa0srixa0lankaxa0wexa0must work togetherxa0whenxa0will youxa0understand that
1,doubt it again showing your awesome reading comprehension skills i said youre acting like a b tch not you are a b tch big difference there genius
1,buddha is a fat ass slobnufffff said he is the fake you moron
1,you called someone stupid wow you must smoke spice and meth combined because you sound brain dead before putting your sense into something that you have no education on just what you hear from the media think about what you say you sound like a fucking pawn just like the rest of society believe everything you see on the news you brainwashed grunt
0,1 cnn poll please tell me whether you agree or disagree that each of the following candidates has the personality and leadership qualities a president should havennresult obama 0 romney 1 nnhttp wwwpoliticocomnewsstories0100html
0,coach p rrtrackdawg0s virginiadawg mason looks to rs so its either lemay and bauta as the backup
0,hey jamie allkpop is not being biased theyre just writing the fucking truth out of all those idols out there
0,samadhixa0xa0voiceofinsanityxa0lol i am in no ways upset bc youve called me a moron ive been called much worse and i never picked a side xa0i just dont understand whatxa0legitimatexa0proof you have besides your bullshit guilt by association that makes trayvon was a gang banger might i point out that youve yet to provide a reason behind your statement on that topic btw i read the story and all the post its kind of hard to stay on topic when i debate you and you completely change the topic and start attacking me right 
0,maybe you should go back and read the second comment
0,money bitches but not before your niggaz get the money  fuck the bitches  ball wit yo niggaz preach my nigga jones lol
0,i think youre still tired either that or you just didnt proof read and wrote it out too fast shelby was beside herself when she got to drive her intoxicated brothers home xa0nnof course we all know you meant unclesnni am so glad yall had fun i think everyone of you needed that even the girls especially bobby
