id,class,comments
1214,0,people think the yankees are scary but nothings as scary as the iraq lobster nnhttp wwwyoutube comwatchvaidrzvzso
1215,0,yeah well done wengernow van persie will leave for sure the ox will want to go and no one will want to join our club because your such a muppett  the ox was running like a mad man we didnt see any sign of an injury your talking out of your ars again nnpack your bags your sacked  
1216,0,notborneverymin http wwwyoutubecomwatchvdge0wxzwxnn 
1217,1,how was that not a strike you buffoon
1218,0,moral of the story nnwhen defending your family property and self against a prowler shoot to kill so they cant come back and sue you
1219,0,allan evanssome who actually pay to see younnmore fool them if they disagree with his tax status
1220,0,roflmao  surely you jest dnnokay i am out of here
1221,0,where are your two pussy friends lez and dogballs
1222,0,nobody knows nn from your mouth to gods earnnyours satx
1223,1,shut up you dumbamss bmitch you are dirty brown water trash
1224,0,courtt i am a cat no shit your dog doesnt like me
1225,0,mei am innocentask sthrnchckxs
1226,0,och vad xer den reella skillnaden mot pxfbeln dxer mer precist
1227,0,hes never looked into mckennas spending spree such as the shiny new storefront offices the ag rents at exorbitant rates from buddy putnam in tacoma this has nothing to do with republicandemocrat its all about buddies having each others back and making well for themselves the definition of corruption and collusion
1228,0,well he was the greatest yankees manager ever
1229,0,kelly made idol they owe her as much as she owes them she is an international superstar because of her voice and hard work not because of idol kelly would have been famous with or without idol because she lives for music and has a gift from god
1230,1,well arent you phucking special its easy to have all those things when your still living in your mothers basement loser
1231,0,is it april 1st
1232,1,fuck off loser colon cowboy go back to your boyfriends filthy dirty hair bacteria infested ass hole and hope that when you pull your c ock out its not too brown or does someone elses s hit on your cock turn you on you and your type are sick disgusting perverts
1233,0,i like your style
1234,1,and its idiots like you wanting soviet bloc laws as long as they dont affect you your both retarded and you need to go back and read the bill of rights and the constitution again
1235,1,clearly youre a fucktard  not saying your right or wrong just saying who the fuck just randomly compares a rap group or any other mc on a post about a specific video and song about the dudes mama  wtf does sh or any other mc or hammerdance have to do with this song
1236,0,so you dont actually care about making women feel welcome as part of your professional community which is generally i ampossible for a woman living in a sexist society to do this one when attention is being drawn to how her colleagues see her as a sexual object why dont you just admit it and be honest i would feel really refreshed if someone like you said for once we dont want women in our field it would look stupid and ridiculous since why would you throw away half the available talent just because you want to sexualize everything but then we could actually discuss the real point instead of derailing dismissive prevaricating and dissembling discourse of which this one is an excellent example
1237,1,youre certainly what lenin called a useful idiot  if you like islam so much go where it is practiced just the way you like it  get to beat your wife and will kill your kids for whatever reason turns you on lie to anyone about anything just because it furthers the cause of islam and others around you actually believe your lies
1238,1,its not being a liberal that makes you like an idiot its when you try to defend this pos potus that makes you look like an idiot 
1239,0,why do you white people keep coming here trying to act like they are one of us go burn in the sun i hope they kick all of you pale devils out of africayou fools are going to bring pain on to yourselvesyou watch we watch in a world of the lost the battle of open minds is becoming a reality
1240,0,old man game  jameshardensbeard  lost ones he has shit in his name  they should have known
1241,0,good evening sydneyjane i hope you have been enjoying yours too
1242,0,if your iq was equal to the room temperature youd be living in a refrigerator
1243,0,all that plastic was a waste of ti ameu got have a brain transplant
1244,0,battier sucks again   1
1245,0,is costa fortune anywhere near the costa brava because the spanish are gonna pay bigti ame for their self indulgence
1246,0,been there done that got the shirtnnposting here is part of the counseling for my parolennthanks for caring though
1247,0,ceo top is not happy of what you are doing youngbae your nipple distracts me lol
1248,1,you are a loser
1249,0,hoss  yeah they came out with an album last weekn nfirst one in yearsn nits pretty fucking awesome solid rock album
1250,0,so you dont want to bring people out of poverty mitt what exactly is this safety net welfare programs i thought you and your ilk wanted to cut thosennyoure not concerned about some honest americans who sadly someti ames have to eat stone cold cans of chef boyardee ravioli to live since it is economical nnyoure not concerned about those who want a job or those who want a better standard of livingnnyou were born into a i amillionairei aristocracy you won gods genetic lottery powerball before you were even born you should consider yourself very lucky and try and help the less fortunate with your wealth rather than hoard it in a little tropical islandnnyou sir are an complete asshole what a selfish callous and bigoted remark to makennnobody lives in poverty because they want to mitt
